mechanism,kappa,cohort_replicate,unit_index,family,phi,lambda,neff_p,neff_var,threshold_calibration_max_error,theta_obs,theta_native_null_median,delta_theta,p_native,native_reject_005,delta_positive,native_null_valid_fraction,native_spectral_error_median,native_count_exact_fraction,native_group_count_exact_fraction,injection_monthly_multiset_exact,injection_monthly_event_count_exact,annual_count_mean,annual_count_sd,annual_count_ac1,monthly_indicator_ac1,monthly_indicator_ac12
history_feedback,0.5,6,0,periodic,0.2,4.0,4.964583905619269,6.206923406679964,2.775557561562892e-17,0.9603418803418804,0.852546564059722,-0.1077953162821584,0.716566866267465,False,False,1.0,0.0050451870947098,1.0,1.0,True,True,3.00398406374502,1.7228208314493751,0.3481042603066733,0.5173059161874043,0.5267127146944828
history_feedback,0.5,6,1,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.8037221951615522,0.9580427831116132,0.1543205879500609,0.1816367265469061,False,True,1.0,0.0079439328827868,1.0,1.0,True,True,3.047808764940239,2.029097394001945,0.3524153131438661,0.631373847633314,0.5376920781138406
history_feedback,0.5,6,2,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,1.0,0.8632342158699444,-0.1367657841300555,1.0,False,False,1.0,0.0066951578747006,1.0,1.0,True,True,3.047808764940239,1.5810459682967473,0.2743853341846975,0.5281709528120846,0.5347130930211311
history_feedback,0.5,6,3,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.5738259995268512,0.7818736781853519,0.2080476786585007,0.1257485029940119,False,True,1.0,0.0075097887431771,1.0,1.0,True,True,3.0836653386454183,1.7911280114331367,0.2810712693607524,0.5977821516890791,0.5555445999083141
history_feedback,0.5,6,4,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,1.0,0.8468326533564088,-0.1531673466435912,1.0,False,False,1.0,0.0056140848138449,1.0,1.0,True,True,2.9800796812749004,1.784060008288064,0.2644530685812408,0.5854224883254251,0.5186749489172574
history_feedback,0.5,6,5,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9173878205128204,0.9690948892738542,0.0517070687610337,0.3952095808383233,False,True,1.0,0.0057233582390794,1.0,1.0,True,True,2.9163346613545817,1.98524741088462,0.2137554758580747,0.6358726115257376,0.5244808175027741
history_feedback,0.5,6,6,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9458774758175956,0.8742441811748742,-0.0716332946427213,0.6666666666666666,False,False,1.0,0.0051066096581281,1.0,1.0,True,True,3.039840637450199,1.7119239585747446,0.2427827894647726,0.521721406134516,0.5058761376727993
history_feedback,0.5,6,7,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.6762669029801759,0.8789336996323618,0.2026667966521859,0.0998003992015968,False,True,1.0,0.0066884132423265,1.0,1.0,True,True,3.195219123505976,1.967296629306852,0.3843911237023829,0.636559504158111,0.5754951842399665
history_feedback,0.5,7,0,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.8902035959809624,0.8338761571299752,-0.0563274388509872,0.6347305389221557,False,False,1.0,0.0053893545576282,1.0,1.0,True,True,3.1075697211155378,1.6914309667433929,0.2988501142514442,0.5591326302740837,0.5401830372353458
history_feedback,0.5,7,1,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,1.0,0.751141070886228,-0.248858929113772,1.0,False,False,1.0,0.0069619244812986,1.0,1.0,True,True,2.9721115537848606,1.6589786865347218,0.3570314444560148,0.5212142542894851,0.5385166903686386
history_feedback,0.5,7,2,periodic,0.2,4.0,4.964583905619269,6.206923406679964,2.775557561562892e-17,1.0,0.9133408369886205,-0.0866591630113795,1.0,False,False,1.0,0.0056952949348334,1.0,1.0,True,True,3.1553784860557768,1.731982075121199,0.2827172310565332,0.5401540384191269,0.5248143716970205
history_feedback,0.5,7,3,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.322189349112426,0.7278753269290823,0.4056859778166563,0.0139720558882235,True,True,1.0,0.006632575703099,1.0,1.0,True,True,2.816733067729084,1.8698378832464748,0.3012965724169494,0.6248448746587241,0.559404667152169
history_feedback,0.5,7,4,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,1.0,0.8172643739500784,-0.1827356260499215,1.0,False,False,1.0,0.0054796602764173,1.0,1.0,True,True,3.047808764940239,1.8178248624005071,0.2987461919866363,0.5866611358740362,0.5339075193940506
history_feedback,0.5,7,5,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.6114908854166666,0.8892281770168691,0.2777372916002024,0.0439121756487025,True,True,1.0,0.0057941728778443,1.0,1.0,True,True,2.852589641434263,1.9511420873815584,0.3386837879436491,0.6350303276155154,0.5673134381018294
history_feedback,0.5,7,6,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.7261212356210417,0.9082246162102804,0.1821033805892388,0.1397205588822355,False,True,1.0,0.0065736731644512,1.0,1.0,True,True,3.0278884462151394,1.917423550293751,0.3296133018605943,0.6324875388596537,0.5611116331336009
history_feedback,0.5,7,7,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,1.0,0.7608447887882286,-0.2391552112117714,1.0,False,False,1.0,0.005451589301011,1.0,1.0,True,True,2.9760956175298805,1.753603658656682,0.3280690057504791,0.582156981764198,0.5413957714118837
history_feedback,0.5,8,0,periodic,0.2,4.0,4.964583905619269,6.206923406679964,2.775557561562892e-17,1.0,0.8296315682075106,-0.1703684317924894,1.0,False,False,1.0,0.006710071977979,1.0,1.0,True,True,2.9681274900398407,1.6163322553985944,0.3186087861005507,0.5194409737498166,0.5485220005377823
history_feedback,0.5,8,1,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.936753395516282,0.8061733322861584,-0.1305800632301237,0.7465069860279441,False,False,1.0,0.0077011773870189,1.0,1.0,True,True,3.0278884462151394,1.7478555795597028,0.3005881404143872,0.5845167538477598,0.5523162673288189
history_feedback,0.5,8,2,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9274809160305344,0.910486317814101,-0.0169945982164333,0.5449101796407185,False,False,1.0,0.0060996190662909,1.0,1.0,True,True,3.039840637450199,1.74420108496778,0.1645484768839964,0.5764856400192198,0.512705095584293
history_feedback,0.5,8,3,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,0.9024676850763808,0.8478851921245177,-0.054582492951863,0.6047904191616766,False,False,1.0,0.0072107059782624,1.0,1.0,True,True,2.9800796812749004,1.5395197657674755,0.3098783880428402,0.5180979351475031,0.5322296441866177
history_feedback,0.5,8,4,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.991315662067296,0.9048281345167823,-0.0864875275505135,0.6926147704590818,False,False,1.0,0.0052313308325784,1.0,1.0,True,True,2.908366533864542,1.8106506834631124,0.3782644763116183,0.5833396703484723,0.5704821686189507
history_feedback,0.5,8,5,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.3378463690963691,0.6430242239487065,0.3051778548523374,0.0019960079840319,True,True,1.0,0.0070247411468378,1.0,1.0,True,True,2.9243027888446216,2.093017944378459,0.3152747806789652,0.6296929261214977,0.504837343025415
history_feedback,0.5,8,6,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7458496892378148,0.8729969893753781,0.1271473001375632,0.2355289421157684,False,True,1.0,0.0062384448368892,1.0,1.0,True,True,2.8406374501992038,1.861355263875878,0.2418227838039481,0.6145880035528919,0.5477156601299872
history_feedback,0.5,8,7,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.847946469773881,0.8409671749762261,-0.0069792947976549,0.5149700598802395,False,False,1.0,0.0051798155360188,1.0,1.0,True,True,3.051792828685259,1.5897163209152847,0.3112676134383886,0.5003455944224067,0.5314813493050302
history_feedback,0.5,9,0,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.8975155279503105,0.926732957957441,0.0292174300071305,0.4331337325349301,False,True,1.0,0.006933118405701,1.0,1.0,True,True,3.1274900398406373,1.8423096524413276,0.3246466208936248,0.6000641615280664,0.5568982158067483
history_feedback,0.5,9,1,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,1.0,0.9126660139087646,-0.0873339860912354,1.0,False,False,1.0,0.0053446169684036,1.0,1.0,True,True,3.0199203187251,1.7683589060885032,0.3983552297748522,0.5785246970166992,0.562796599653972
history_feedback,0.5,9,2,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.593226137529935,0.7958305331227099,0.2026043955927748,0.1916167664670658,False,True,1.0,0.0051536743264612,1.0,1.0,True,True,2.9840637450199203,1.5791674832517544,0.2878860617698831,0.5185268463606809,0.5084388426123666
history_feedback,0.5,9,3,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.3572007987021091,0.6375146197936334,0.2803138210915243,0.0079840319361277,True,True,1.0,0.0071602143870173,1.0,1.0,True,True,2.864541832669323,1.8802754972240592,0.3169753400130733,0.625865437531091,0.5616752464357248
history_feedback,0.5,9,4,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.5123902132998746,0.8814758068775077,0.3690855935776331,0.0139720558882235,True,True,1.0,0.0074092292647716,1.0,1.0,True,True,2.912350597609562,2.0356109659194104,0.2079925859575243,0.6463593108009065,0.5068546387183483
history_feedback,0.5,9,5,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,0.8039598438371445,0.8335197046437357,0.0295598608065912,0.4550898203592814,False,True,1.0,0.0066214093754867,1.0,1.0,True,True,2.908366533864542,1.7388144863222648,0.2639875330830398,0.5385316264880632,0.4957482281904767
history_feedback,0.5,9,6,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.8375418235048097,0.8390819665003642,0.0015401429955544,0.497005988023952,False,True,1.0,0.0055106176769591,1.0,1.0,True,True,3.03187250996016,1.880646896332889,0.266377878144131,0.5957362927456191,0.5217403741131843
history_feedback,0.5,9,7,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.5989614841701956,0.8234891168892071,0.2245276327190115,0.0938123752495009,False,True,1.0,0.0071194491155457,1.0,1.0,True,True,2.952191235059761,1.8887655856491925,0.3824089161135222,0.6327277574110511,0.5826384386892145
history_feedback,0.5,10,0,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,1.0,0.9807451466112234,-0.0192548533887766,1.0,False,False,1.0,0.0052553086740023,1.0,1.0,True,True,3.099601593625498,1.8190119906556017,0.2788295198691177,0.5994659058070752,0.5511595740518697
history_feedback,0.5,10,1,periodic,0.2,4.0,4.964583905619269,6.206923406679964,2.775557561562892e-17,0.8624016407165579,0.8198741271429707,-0.0425275135735871,0.6167664670658682,False,False,1.0,0.0053950188990527,1.0,1.0,True,True,3.0637450199203187,1.690116665014478,0.3700982779139213,0.5446163576254132,0.5585840038071911
history_feedback,0.5,10,2,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.8575959403742468,0.9072766004851158,0.049680660110869,0.3692614770459081,False,True,1.0,0.0079833322852393,1.0,1.0,True,True,2.8764940239043826,1.919880593420376,0.2446857720477172,0.6247584884344296,0.5177017156899412
history_feedback,0.5,10,3,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.4434039087947882,0.970055360854019,0.5266514520592307,0.0039920159680638,True,True,1.0,0.0062099112850513,1.0,1.0,True,True,2.8924302788844622,1.5641598657990226,0.359140382599586,0.5159992592105813,0.527897660264144
history_feedback,0.5,10,4,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.8413557747284163,0.8960754506774782,0.0547196759490619,0.3632734530938123,False,True,1.0,0.0070679587957321,1.0,1.0,True,True,3.0,1.7469381296099924,0.2376985745006268,0.5872560757871742,0.5201416555998228
history_feedback,0.5,10,5,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9948312853520578,0.9820688622183116,-0.012762423133746,0.5289421157684631,False,False,1.0,0.0050443881585667,1.0,1.0,True,True,3.0358565737051797,1.7860429350614957,0.331262733345631,0.5848768972973725,0.552020997375328
history_feedback,0.5,10,6,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,1.0,0.9715498088793638,-0.0284501911206361,1.0,False,False,1.0,0.0063068883648298,1.0,1.0,True,True,3.0717131474103585,1.9564065393464785,0.2599102641195244,0.6448224146629715,0.5624451979990865
history_feedback,0.5,10,7,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7484522496015692,0.8611044814003463,0.1126522317987771,0.2854291417165668,False,True,1.0,0.0059996800791548,1.0,1.0,True,True,2.800796812749004,1.9475593477217088,0.2098233330999266,0.6336828580649482,0.5289300640451137
history_feedback,0.5,11,0,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.542948038176034,0.766967448562473,0.224019410386439,0.0738522954091816,False,True,1.0,0.0054882564368685,1.0,1.0,True,True,3.1553784860557768,1.7365765642554358,0.335912145367268,0.5842382880095053,0.5713983174106233
history_feedback,0.5,11,1,periodic,0.2,4.0,4.964583905619269,6.206923406679964,2.775557561562892e-17,0.811085626911315,0.7724210869526844,-0.0386645399586306,0.5828343313373253,False,False,1.0,0.0052863828943624,1.0,1.0,True,True,3.0278884462151394,1.6517584266188416,0.3877745698247807,0.5254261925250598,0.5427256828499643
history_feedback,0.5,11,2,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,1.0,0.9113291987382964,-0.0886708012617035,1.0,False,False,1.0,0.0051096500537191,1.0,1.0,True,True,3.0,1.7193531629088832,0.3528126415221962,0.5286327481691722,0.5294125931886315
history_feedback,0.5,11,3,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7713933255421374,1.0,0.2286066744578626,0.0518962075848303,False,True,1.0,0.0070627531872258,1.0,1.0,True,True,2.952191235059761,2.00539739315304,0.2844314780142955,0.6369499871073482,0.5221067606522656
history_feedback,0.5,11,4,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.804093567251462,0.7476215173342202,-0.0564720499172417,0.656686626746507,False,False,1.0,0.0069933331844297,1.0,1.0,True,True,2.928286852589641,1.923547895779314,0.3320236473916123,0.6307140358055658,0.5734666989325372
history_feedback,0.5,11,5,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.5746094472176003,0.8331670391518533,0.258557591934253,0.0279441117764471,True,True,1.0,0.0067797560890658,1.0,1.0,True,True,3.0836653386454183,2.058161315241243,0.3830029691105155,0.647216711401564,0.5938069604952947
history_feedback,0.5,11,6,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,1.0,0.8634566996005171,-0.1365433003994829,1.0,False,False,1.0,0.0063981186741676,1.0,1.0,True,True,2.98804780876494,1.7885917176302917,0.2717699567937521,0.5822512343423556,0.5284160541773644
history_feedback,0.5,11,7,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.9441476444876152,0.85648344712063,-0.0876641973669853,0.7005988023952096,False,False,1.0,0.0073665380539045,1.0,1.0,True,True,2.912350597609562,1.792049410099145,0.2808088905203222,0.5872021190069002,0.53239728358818
history_feedback,0.5,12,0,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.6979870745879284,0.771468901006144,0.0734818264182155,0.343313373253493,False,True,1.0,0.0075571711671246,1.0,1.0,True,True,2.9641434262948207,1.9317820879192844,0.3183242464442579,0.6266083666829001,0.547297491435311
history_feedback,0.5,12,1,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9960798816568048,0.8687374773144314,-0.1273424043423733,0.7365269461077845,False,False,1.0,0.0050773045284053,1.0,1.0,True,True,3.043824701195219,1.6246580127871086,0.3149449913002174,0.5325957148280241,0.5374130682548679
history_feedback,0.5,12,2,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.6571879936808847,0.8475626964721417,0.190374702791257,0.1037924151696606,False,True,1.0,0.0070226890744714,1.0,1.0,True,True,2.7928286852589643,1.985231420104062,0.2984156144650338,0.6352200448861185,0.5277513547747513
history_feedback,0.5,12,3,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.8020887166236004,0.8659837913056745,0.0638950746820741,0.3532934131736527,False,True,1.0,0.007900810650579,1.0,1.0,True,True,2.7848605577689245,1.8578813171255024,0.3446909123498287,0.6159676712668019,0.5679475810751269
history_feedback,0.5,12,4,periodic,0.2,4.0,4.964583905619269,6.206923406679964,2.775557561562892e-17,0.8284490532010821,0.8653012889451568,0.0368522357440747,0.4351297405189621,False,True,1.0,0.0054298476257832,1.0,1.0,True,True,3.0756972111553784,1.657485438859739,0.2805398432073038,0.5324496190886878,0.536690414507772
history_feedback,0.5,12,5,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7323469956782378,0.9621043878627896,0.2297573921845517,0.1197604790419161,False,True,1.0,0.0054276336445599,1.0,1.0,True,True,3.147410358565737,1.7847805189794503,0.2775004689952642,0.5959087222290191,0.5346209708847327
history_feedback,0.5,12,6,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,0.7042899408284023,0.8762889267139531,0.1719989858855507,0.155688622754491,False,True,1.0,0.0066640449204513,1.0,1.0,True,True,2.960159362549801,1.6623335894613291,0.449174185131691,0.5439965588559376,0.5701240894771518
history_feedback,0.5,12,7,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.5804037457783237,0.6768439288039195,0.0964401830255958,0.3033932135728543,False,True,1.0,0.0061561956255212,1.0,1.0,True,True,2.904382470119522,1.8005147330460285,0.2812517979981038,0.5936560944864955,0.5186032384650189
history_feedback,0.5,13,0,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,0.7422380763641168,0.8538614133266385,0.1116233369625216,0.2554890219560878,False,True,1.0,0.0063631135261527,1.0,1.0,True,True,3.1155378486055776,1.6479486250724686,0.3373343598415019,0.5369352318642754,0.538267027118502
history_feedback,0.5,13,1,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.9225030220610456,0.8495274656096176,-0.072975556451428,0.654690618762475,False,False,1.0,0.0076375037732954,1.0,1.0,True,True,2.7848605577689245,2.0221704151053093,0.2136234581718364,0.6400620618630098,0.4986864833409679
history_feedback,0.5,13,2,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,1.0,0.8857807505079287,-0.1142192494920713,1.0,False,False,1.0,0.0053452925014424,1.0,1.0,True,True,2.864541832669323,1.6306262360077497,0.2574747541416408,0.521889729176325,0.5026008756987119
history_feedback,0.5,13,3,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.8675686756867569,0.8663136109291089,-0.001255064757648,0.500998003992016,False,False,1.0,0.00529637039673,1.0,1.0,True,True,2.99601593625498,1.8304594332565327,0.2784064222334927,0.5819644870152147,0.5420728432840891
history_feedback,0.5,13,4,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9084592552617378,0.9598999438076972,0.0514406885459594,0.4091816367265469,False,True,1.0,0.0059386115246134,1.0,1.0,True,True,2.896414342629482,1.784513697087555,0.3722628381918488,0.5669705846541709,0.5290229175359983
history_feedback,0.5,13,5,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.3655261587427889,0.848930755168936,0.4834045964261471,0.0019960079840319,True,True,1.0,0.0082825827184956,1.0,1.0,True,True,3.187250996015936,2.031817825996429,0.2839048254888353,0.645581883253116,0.5523530741410488
history_feedback,0.5,13,6,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.6649082316738103,0.776920134892835,0.1120119032190246,0.2295409181636726,False,True,1.0,0.0076111957450796,1.0,1.0,True,True,3.0796812749003983,2.1334056854553087,0.4127883382719043,0.6471645824349577,0.5624496294251092
history_feedback,0.5,13,7,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.8130085435313262,0.9654594718535028,0.1524509283221765,0.1896207584830339,False,True,1.0,0.0065685713889693,1.0,1.0,True,True,2.900398406374502,1.8558725143391532,0.3510170586613824,0.6023143812869023,0.5235874020900292
history_feedback,0.5,14,0,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,1.0,0.764468779585785,-0.235531220414215,1.0,False,False,1.0,0.0071735399349703,1.0,1.0,True,True,3.051792828685259,1.7427444277193884,0.3958687932085144,0.5329955441806307,0.5483144970228476
history_feedback,0.5,14,1,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.7745451424648129,0.8750848844441749,0.100539741979362,0.2694610778443114,False,True,1.0,0.0089971290390006,1.0,1.0,True,True,2.9203187250996017,2.043750920905276,0.3777755302686436,0.6417983311570282,0.5687713307692576
history_feedback,0.5,14,2,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9238755132512132,0.91471330462236,-0.0091622086288531,0.5269461077844312,False,False,1.0,0.0051819396542895,1.0,1.0,True,True,3.0199203187251,1.808457772679043,0.2625369739014995,0.5964378291722822,0.5142886994971827
history_feedback,0.5,14,3,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7304385625965997,0.9038043604381324,0.1733657978415327,0.1317365269461078,False,True,1.0,0.0075072757660024,1.0,1.0,True,True,2.645418326693227,2.044760314883264,0.2833954966155547,0.6383446646795449,0.4724769678124795
history_feedback,0.5,14,4,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.5818507850446176,0.9771714211892448,0.3953206361446272,0.0139720558882235,True,True,1.0,0.0051267016596382,1.0,1.0,True,True,2.8844621513944224,1.5144054654900478,0.2155402082777948,0.5164480778724077,0.5102054005581423
history_feedback,0.5,14,5,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.8051068149717514,0.8247052720052972,0.0195984570335457,0.4570858283433133,False,True,1.0,0.0053511450933303,1.0,1.0,True,True,3.091633466135458,1.7615780121086206,0.3145255255685232,0.5887639036546749,0.5611906660259635
history_feedback,0.5,14,6,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,1.0,0.957857618204363,-0.042142381795637,1.0,False,False,1.0,0.0065099374380678,1.0,1.0,True,True,3.03187250996016,1.7648008362742855,0.2203238444182077,0.5834858773742742,0.5224120235925599
history_feedback,0.5,14,7,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9825432556497176,0.9149981338232808,-0.0675451218264366,0.6746506986027944,False,False,1.0,0.0064019713517386,1.0,1.0,True,True,3.199203187250996,2.0820230743728363,0.2962231502089066,0.6540081490637732,0.5483765911204275
history_feedback,0.5,15,0,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.6007762312633833,0.818102827362033,0.2173265960986496,0.091816367265469,False,True,1.0,0.0065754041724857,1.0,1.0,True,True,3.0278884462151394,1.9319135497354356,0.3135460390773783,0.6312091098896118,0.5741189118444425
history_feedback,0.5,15,1,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.5698150558628918,0.8787871224240322,0.3089720665611404,0.0219560878243512,True,True,1.0,0.0084840388649983,1.0,1.0,True,True,3.00796812749004,1.9351889905802555,0.3970154568575713,0.6361600809358791,0.5945217730987885
history_feedback,0.5,15,2,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,0.8281896195202647,0.8857339403101692,0.0575443207899044,0.4031936127744511,False,True,1.0,0.0073727758607901,1.0,1.0,True,True,2.904382470119522,1.6504317668607875,0.3826350468471613,0.5353580726451683,0.5154370043570407
history_feedback,0.5,15,3,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.5058841746670796,0.8004259991538112,0.2945418244867316,0.0499001996007984,True,True,1.0,0.0057124299396795,1.0,1.0,True,True,2.940239043824701,1.70317676658547,0.2504735759275611,0.5981245516992004,0.5449655627754971
history_feedback,0.5,15,4,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.492831541218638,0.7706757375429046,0.2778441963242666,0.0538922155688622,False,True,1.0,0.005796950064406,1.0,1.0,True,True,2.8764940239043826,1.8241095789289583,0.2562885757760571,0.5910854940266705,0.4915536028839913
history_feedback,0.5,15,5,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7333748098990737,1.0,0.2666251901009263,0.0718562874251497,False,True,1.0,0.0054483895467921,1.0,1.0,True,True,2.952191235059761,1.6331065584211693,0.3131262212634116,0.5315277147621545,0.5350593739397517
history_feedback,0.5,15,6,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.7262736100026603,0.8318719696101834,0.105598359607523,0.24750499001996,False,True,1.0,0.0071496683042002,1.0,1.0,True,True,3.051792828685259,1.9252222857400971,0.2858606810271384,0.604440255705236,0.5106437384006847
history_feedback,0.5,15,7,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7735779027973121,0.8430886069046392,0.069510704107327,0.3153692614770459,False,True,1.0,0.0058287345387429,1.0,1.0,True,True,2.99601593625498,1.9970057426059185,0.2882940243685693,0.6388951347705106,0.550531602062693
history_feedback,0.5,16,0,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,1.0,0.921903960176488,-0.0780960398235119,1.0,False,False,1.0,0.0054455916727941,1.0,1.0,True,True,2.816733067729084,1.8267268979852629,0.2463277684013249,0.5919884549520827,0.5090447131595803
history_feedback,0.5,16,1,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.717607973421927,0.8891159466427618,0.1715079732208349,0.1716566866267465,False,True,1.0,0.0072949902613678,1.0,1.0,True,True,2.9800796812749004,2.0108276609637907,0.2652110916510646,0.6429317741082446,0.5189214463960617
history_feedback,0.5,16,2,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.5170564418660866,0.6947221418931946,0.177665700027108,0.1177644710578842,False,True,1.0,0.0071462770208098,1.0,1.0,True,True,2.960159362549801,1.793749210336734,0.2923961680371321,0.5914144678850559,0.532076998829493
history_feedback,0.5,16,3,periodic,0.2,4.0,4.964583905619269,6.206923406679964,2.775557561562892e-17,0.8624358974358974,0.804116245000646,-0.0583196524352513,0.6187624750499002,False,False,1.0,0.0048435377703957,1.0,1.0,True,True,2.960159362549801,1.6136884497481507,0.3270154772630123,0.5239723846055856,0.5500566855539935
history_feedback,0.5,16,4,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9053592763270184,0.9520532437760624,0.0466939674490441,0.3932135728542914,False,True,1.0,0.0056994781656936,1.0,1.0,True,True,2.9322709163346614,1.6721870660828762,0.1911277989546005,0.5128457303735582,0.4761056539934575
history_feedback,0.5,16,5,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,1.0,0.8171022024202645,-0.1828977975797354,1.0,False,False,1.0,0.0073504695444297,1.0,1.0,True,True,3.01593625498008,1.6337284795646296,0.2929146762663419,0.5193118873298503,0.536219876152952
history_feedback,0.5,16,6,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.9503446990870132,0.8753725892279849,-0.0749721098590283,0.6606786427145709,False,False,1.0,0.0067427391965761,1.0,1.0,True,True,3.00796812749004,1.7400646410864862,0.2902115999002315,0.5868916219909597,0.5283210002957128
