mechanism,kappa,cohort_replicate,n_units,positive_units,sign_gate_6of8,aggregate_stat_mean_delta,aggregate_p,aggregate_reject_005,full_gate_pass,mean_delta_theta,median_delta_theta,mean_theta_obs,mean_theta_null_center,unit_native_reject_fraction,unit_positive_fraction,native_null_valid_fraction_min,native_spectral_error_median,native_count_exact_fraction_min,native_group_count_exact_fraction_min,injection_multiset_exact_all,injection_event_count_exact_all
history_feedback,1.0,76,8,4,False,0.0583477615189396,0.1536926147704591,False,False,0.0583477615189396,0.0598936475053397,0.7574383442763826,0.8157861057953222,0.125,0.5,1.0,0.0068975476935321,1.0,1.0,True,True
history_feedback,1.0,77,8,5,False,0.0878068499882947,0.0419161676646706,True,False,0.0878068499882947,0.1168369804891068,0.6685531373904188,0.7563599873787135,0.125,0.625,1.0,0.0069248268048089,1.0,1.0,True,True
history_feedback,1.0,78,8,8,True,0.1782618842178176,0.0019960079840319,True,True,0.1782618842178176,0.1812041749743183,0.5907731333957353,0.769035017613553,0.25,1.0,1.0,0.0087912413392747,1.0,1.0,True,True
history_feedback,1.0,79,8,4,False,0.0296132640343087,0.3373253493013972,False,False,0.0296132640343087,-0.0044506135895194,0.7830162975965504,0.8126295616308592,0.0,0.5,1.0,0.0074730705727982,1.0,1.0,True,True
history_feedback,1.0,80,8,6,True,0.0336164075658745,0.2774451097804391,False,False,0.0336164075658745,0.0382534079097249,0.7674666097218513,0.8010830172877259,0.0,0.75,1.0,0.0071125502332607,1.0,1.0,True,True
history_feedback,1.0,81,8,7,True,0.0903813501832435,0.06187624750499,False,False,0.0903813501832435,0.1060246025377738,0.7258246639717342,0.8162060141549778,0.0,0.875,1.0,0.0078114650026462,1.0,1.0,True,True
history_feedback,1.0,82,8,5,False,0.0455959745204276,0.2115768463073852,False,False,0.0455959745204276,0.0800969125367375,0.7295993498803233,0.7751953244007508,0.0,0.625,1.0,0.0070086166731645,1.0,1.0,True,True
history_feedback,1.0,83,8,7,True,0.100192456142115,0.0379241516966067,True,True,0.100192456142115,0.1058542047832484,0.6980756055137298,0.7982680616558449,0.0,0.875,1.0,0.0072708493281387,1.0,1.0,True,True
history_feedback,1.0,84,8,5,False,0.0776847081355049,0.0518962075848303,False,False,0.0776847081355049,0.088402388044263,0.7016185380199067,0.7793032461554117,0.25,0.625,1.0,0.007588917700827,1.0,1.0,True,True
history_feedback,1.0,85,8,5,False,0.0848813313034911,0.0638722554890219,False,False,0.0848813313034911,0.0873150377389104,0.7325359052403042,0.8174172365437953,0.125,0.625,1.0,0.0069878036927329,1.0,1.0,True,True
history_feedback,1.0,86,8,6,True,0.0367960543144402,0.281437125748503,False,False,0.0367960543144402,0.0558686211017241,0.7331865813337678,0.769982635648208,0.0,0.75,1.0,0.0071479475943945,1.0,1.0,True,True
history_feedback,1.0,87,8,5,False,0.0298098344523713,0.3153692614770459,False,False,0.0298098344523713,0.0337570313720377,0.7891765019211291,0.8189863363735004,0.125,0.625,1.0,0.0076385536727963,1.0,1.0,True,True
history_feedback,1.0,88,8,4,False,0.0389882879389232,0.2435129740518962,False,False,0.0389882879389232,-0.0069354317881086,0.7179742219399511,0.7569625098788743,0.125,0.5,1.0,0.0070913612145942,1.0,1.0,True,True
history_feedback,1.0,89,8,7,True,0.0459236057614359,0.2035928143712574,False,False,0.0459236057614359,0.0627235515391954,0.7552564058654433,0.8011800116268792,0.0,0.875,1.0,0.0077099492395546,1.0,1.0,True,True
history_feedback,1.0,90,8,4,False,0.0334991881905813,0.3193612774451098,False,False,0.0334991881905813,-0.0046066909568598,0.7605039764672736,0.794003164657855,0.0,0.5,1.0,0.0073488070715268,1.0,1.0,True,True
history_feedback,1.0,91,8,6,True,0.1521520211473266,0.0019960079840319,True,True,0.1521520211473266,0.2227571563674368,0.6632157376145604,0.815367758761887,0.375,0.75,1.0,0.007737254639999,1.0,1.0,True,True
history_feedback,1.0,92,8,6,True,0.092280209064169,0.0379241516966067,True,True,0.092280209064169,0.1258039845121258,0.6847179071705511,0.7769981162347201,0.25,0.75,1.0,0.0075015379585204,1.0,1.0,True,True
history_feedback,1.0,93,8,6,True,0.043182814920708,0.2455089820359281,False,False,0.043182814920708,0.0568633960784574,0.7482910669561029,0.791473881876811,0.0,0.75,1.0,0.0071124544287381,1.0,1.0,True,True
history_feedback,1.0,94,8,5,False,0.1107685921772413,0.0199600798403193,True,False,0.1107685921772413,0.1253870677200646,0.6848708960193634,0.7956394881966047,0.25,0.625,1.0,0.0069023933552881,1.0,1.0,True,True
history_feedback,1.0,95,8,5,False,0.0443462216808471,0.2155688622754491,False,False,0.0443462216808471,0.0239431433872058,0.7492480999630127,0.7935943216438599,0.25,0.625,1.0,0.007128056989373,1.0,1.0,True,True
history_feedback,1.0,96,8,4,False,-0.0120509738765827,0.7005988023952096,False,False,-0.0120509738765827,-0.0073870099688441,0.8423697474757285,0.8303187735991457,0.0,0.5,1.0,0.0078004111775288,1.0,1.0,True,True
history_feedback,1.0,97,8,8,True,0.1024987420242389,0.0339321357285429,True,True,0.1024987420242389,0.0983893654666004,0.7195071245097036,0.8220058665339425,0.0,1.0,1.0,0.0068954951453514,1.0,1.0,True,True
history_feedback,1.0,98,8,7,True,0.0518645112627903,0.2195608782435129,False,False,0.0518645112627903,0.0733403243851964,0.7650746298063625,0.8169391410691529,0.0,0.875,1.0,0.0069954133565471,1.0,1.0,True,True
history_feedback,1.0,99,8,7,True,0.1419202861082246,0.0099800399201596,True,True,0.1419202861082246,0.1407446355079749,0.6261593953122913,0.768079681420516,0.25,0.875,1.0,0.0068135531002503,1.0,1.0,True,True
history_feedback,1.0,100,8,4,False,0.0503212877297694,0.2135728542914171,False,False,0.0503212877297694,0.0039760326031019,0.7347693509104242,0.7850906386401935,0.25,0.5,1.0,0.0065586397835478,1.0,1.0,True,True
history_feedback,1.0,101,8,6,True,0.1690555818236443,0.0019960079840319,True,True,0.1690555818236443,0.1701158877898933,0.6536090795213482,0.8226646613449925,0.375,0.75,1.0,0.0075319027347438,1.0,1.0,True,True
history_feedback,1.0,102,8,6,True,0.0740321257378366,0.091816367265469,False,False,0.0740321257378366,0.0503162218070463,0.6671165610206697,0.7411486867585064,0.125,0.75,1.0,0.0070795273827728,1.0,1.0,True,True
history_feedback,1.0,103,8,5,False,0.03891218756899,0.249500998003992,False,False,0.03891218756899,0.0200537777912375,0.7584450922213055,0.7973572797902955,0.125,0.625,1.0,0.0076133787394958,1.0,1.0,True,True
history_feedback,1.0,104,8,4,False,0.0169149176160487,0.4091816367265469,False,False,0.0169149176160487,0.0366788118491303,0.7236844292855125,0.7405993469015613,0.0,0.5,1.0,0.0071867647454042,1.0,1.0,True,True
history_feedback,1.0,105,8,5,False,0.0285504341090386,0.3053892215568862,False,False,0.0285504341090386,0.0313510627179285,0.7743448313108994,0.8028952654199379,0.0,0.625,1.0,0.0072249375078725,1.0,1.0,True,True
history_feedback,1.0,106,8,3,False,-0.0113410792294826,0.6347305389221557,False,False,-0.0113410792294826,-0.0184550870469888,0.827014943275979,0.8156738640464964,0.0,0.375,1.0,0.0075092332411405,1.0,1.0,True,True
history_feedback,1.0,107,8,7,True,0.0834112576679347,0.0439121756487025,True,True,0.0834112576679347,0.0874740120296608,0.6517155466723871,0.7351268043403218,0.0,0.875,1.0,0.007312185627631,1.0,1.0,True,True
history_feedback,1.0,108,8,5,False,0.0731859878435547,0.0698602794411177,False,False,0.0731859878435547,0.0671969035680711,0.6983144127758512,0.771500400619406,0.25,0.625,1.0,0.0083523880048426,1.0,1.0,True,True
history_feedback,1.0,109,8,5,False,0.0095520212032475,0.5409181636726547,False,False,0.0095520212032475,0.0243303853245517,0.8224698667013304,0.832021887904578,0.0,0.625,1.0,0.0071983221732549,1.0,1.0,True,True
history_feedback,1.0,110,8,7,True,0.0947133270461939,0.0518962075848303,False,False,0.0947133270461939,0.092777654138145,0.7134693855215242,0.8081827125677181,0.0,0.875,1.0,0.0071843305711678,1.0,1.0,True,True
history_feedback,1.0,111,8,5,False,0.0136767471088589,0.4411177644710579,False,False,0.0136767471088589,0.0408430213431979,0.7823924998895146,0.7960692469983737,0.0,0.625,1.0,0.0069180822348745,1.0,1.0,True,True
history_feedback,1.0,112,8,5,False,0.055635423545346,0.1576846307385229,False,False,0.055635423545346,0.0851434029983949,0.7308794251393101,0.7865148486846563,0.0,0.625,1.0,0.0078876225980412,1.0,1.0,True,True
history_feedback,1.0,113,8,6,True,0.0848633737612015,0.0718562874251497,False,False,0.0848633737612015,0.0469643450654148,0.716166097775889,0.8010294715370906,0.0,0.75,1.0,0.0063471898870046,1.0,1.0,True,True
history_feedback,1.0,114,8,7,True,0.0941627361040358,0.0518962075848303,False,False,0.0941627361040358,0.1040036409702882,0.7120753773695034,0.8062381134735392,0.125,0.875,1.0,0.0081642316886356,1.0,1.0,True,True
history_feedback,1.0,115,8,6,True,0.0638296087210101,0.1277445109780439,False,False,0.0638296087210101,0.0955130200755707,0.7305059566547907,0.794335565375801,0.0,0.75,1.0,0.007629295074249,1.0,1.0,True,True
history_feedback,1.0,116,8,4,False,-0.022354855951677,0.7025948103792415,False,False,-0.022354855951677,0.0162589947070093,0.8232034237144105,0.8008485677627335,0.0,0.5,1.0,0.008010807675374,1.0,1.0,True,True
history_feedback,1.0,117,8,5,False,0.0176569283589696,0.4770459081836327,False,False,0.0176569283589696,0.0149876143224416,0.8266465372412767,0.8443034656002464,0.125,0.625,1.0,0.0076495881991977,1.0,1.0,True,True
history_feedback,1.0,118,8,4,False,0.0410540707611848,0.2974051896207584,False,False,0.0410540707611848,0.0167912349909602,0.7965464884945237,0.8376005592557085,0.0,0.5,1.0,0.0072331380983645,1.0,1.0,True,True
history_feedback,1.0,119,8,5,False,0.0780371568924754,0.0898203592814371,False,False,0.0780371568924754,0.0832200913963283,0.7120347338123387,0.7900718907048141,0.125,0.625,1.0,0.0064613787860496,1.0,1.0,True,True
history_feedback,1.0,120,8,7,True,0.1215766141233457,0.0059880239520958,True,True,0.1215766141233457,0.1072692817273132,0.7000547495717409,0.8216313636950866,0.0,0.875,1.0,0.0079135365459652,1.0,1.0,True,True
history_feedback,1.0,121,8,3,False,-0.0073854434679668,0.590818363273453,False,False,-0.0073854434679668,-0.0117735400758914,0.7974058143354622,0.7900203708674953,0.0,0.375,1.0,0.006878855537357,1.0,1.0,True,True
history_feedback,1.0,122,8,5,False,0.040419458162141,0.217564870259481,False,False,0.040419458162141,0.0597606294748049,0.739029584669346,0.779449042831487,0.125,0.625,1.0,0.0072838837241359,1.0,1.0,True,True
history_feedback,1.0,123,8,5,False,0.1028298687518068,0.0359281437125748,True,False,0.1028298687518068,0.207062472444275,0.7487837974172017,0.8516136661690086,0.25,0.625,1.0,0.0073990053078361,1.0,1.0,True,True
history_feedback,1.0,124,8,5,False,0.1019586352938611,0.0419161676646706,True,False,0.1019586352938611,0.082886551922702,0.7249903217453864,0.8269489570392475,0.25,0.625,1.0,0.0075027088452811,1.0,1.0,True,True
history_feedback,1.0,125,8,3,False,0.0324352223308718,0.3532934131736527,False,False,0.0324352223308718,-0.0390483468362681,0.826060726597413,0.8584959489282848,0.125,0.375,1.0,0.0074796311865194,1.0,1.0,True,True
history_feedback,1.0,126,8,6,True,0.1351792136855353,0.0179640718562874,True,True,0.1351792136855353,0.1732891908370098,0.7238926455565059,0.8590718592420412,0.125,0.75,1.0,0.0075879394468122,1.0,1.0,True,True
history_feedback,1.0,127,8,7,True,0.0855055682757038,0.0658682634730539,False,False,0.0855055682757038,0.0893381620337687,0.7055936704372782,0.791099238712982,0.125,0.875,1.0,0.0067369744005674,1.0,1.0,True,True
history_feedback,1.0,128,8,5,False,0.05905857082948,0.1277445109780439,False,False,0.05905857082948,0.1054034206629298,0.721363646684915,0.7804222175143952,0.0,0.625,1.0,0.0075265364417692,1.0,1.0,True,True
history_feedback,1.0,129,8,5,False,0.0464062930384461,0.18562874251497,False,False,0.0464062930384461,0.0417828527781473,0.7664620172568561,0.8128683102953023,0.0,0.625,1.0,0.0070466700218703,1.0,1.0,True,True
history_feedback,1.0,130,8,6,True,0.1368499642339463,0.0059880239520958,True,True,0.1368499642339463,0.126420651938439,0.6825266826375269,0.8193766468714732,0.25,0.75,1.0,0.0077324330176411,1.0,1.0,True,True
history_feedback,1.0,131,8,3,False,-0.0197100786073008,0.6626746506986028,False,False,-0.0197100786073008,-0.0557104259862007,0.7691228392174483,0.7494127606101475,0.0,0.375,1.0,0.0076134300688635,1.0,1.0,True,True
history_feedback,1.0,132,8,6,True,0.0624714897736727,0.1357285429141716,False,False,0.0624714897736727,0.0749080751594182,0.7479524136896397,0.8104239034633123,0.0,0.75,1.0,0.0074613189947482,1.0,1.0,True,True
history_feedback,1.0,133,8,6,True,0.0848822131606727,0.0678642714570858,False,False,0.0848822131606727,0.1001748443825784,0.7111597232655026,0.7960419364261754,0.0,0.75,1.0,0.0070763493364895,1.0,1.0,True,True
history_feedback,1.0,134,8,5,False,0.0380877850699295,0.2155688622754491,False,False,0.0380877850699295,0.0493720540903408,0.7296065638840065,0.7676943489539361,0.125,0.625,1.0,0.0076093760057555,1.0,1.0,True,True
history_feedback,1.0,135,8,3,False,-0.0228013807970916,0.7125748502994012,False,False,-0.0228013807970916,-0.0342317583445213,0.8117489512765156,0.788947570479424,0.0,0.375,1.0,0.0069721408154215,1.0,1.0,True,True
history_feedback,1.0,136,8,4,False,0.0347544817352282,0.2934131736526946,False,False,0.0347544817352282,0.039192512660318,0.7726885954376831,0.8074430771729113,0.0,0.5,1.0,0.0088551761475799,1.0,1.0,True,True
history_feedback,1.0,137,8,8,True,0.1860186935457522,0.0019960079840319,True,True,0.1860186935457522,0.1841124004641913,0.6038050595221991,0.7898237530679513,0.25,1.0,1.0,0.0078753937272408,1.0,1.0,True,True
history_feedback,1.0,138,8,5,False,0.0689329519971004,0.0938123752495009,False,False,0.0689329519971004,0.1005312402619365,0.7626120574056767,0.8315450094027772,0.125,0.625,1.0,0.0070602983418679,1.0,1.0,True,True
history_feedback,1.0,139,8,6,True,0.0654721270337351,0.1137724550898203,False,False,0.0654721270337351,0.0716633722188,0.74851336943736,0.8139854964710953,0.125,0.75,1.0,0.0063903960473628,1.0,1.0,True,True
history_feedback,1.0,140,8,7,True,0.1306079104138622,0.0139720558882235,True,True,0.1306079104138622,0.0675130040179451,0.6631777779074441,0.7937856883213064,0.25,0.875,1.0,0.007043744174372,1.0,1.0,True,True
history_feedback,1.0,141,8,6,True,0.0606681041162297,0.1656686626746507,False,False,0.0606681041162297,0.0983314287683189,0.7215585921493413,0.7822266962655711,0.0,0.75,1.0,0.0072624363026937,1.0,1.0,True,True
history_feedback,1.0,142,8,4,False,0.0121834582121873,0.4411177644710579,False,False,0.0121834582121873,-0.0062266402887574,0.7727628362457362,0.7849462944579235,0.0,0.5,1.0,0.007136152500488,1.0,1.0,True,True
history_feedback,1.0,143,8,7,True,0.1481477626130529,0.0039920159680638,True,True,0.1481477626130529,0.1144307491033393,0.6881995131669982,0.8363472757800512,0.25,0.875,1.0,0.0064718921005996,1.0,1.0,True,True
history_feedback,1.0,144,8,6,True,0.1252135519585816,0.0079840319361277,True,True,0.1252135519585816,0.1787622397905692,0.6936403506461657,0.8188539026047473,0.25,0.75,1.0,0.0073690157559402,1.0,1.0,True,True
history_feedback,1.0,145,8,7,True,0.1238631110974848,0.0179640718562874,True,True,0.1238631110974848,0.1250188919220046,0.6592288365280454,0.7830919476255302,0.0,0.875,1.0,0.0067160561601121,1.0,1.0,True,True
history_feedback,1.0,146,8,6,True,0.0928263006055945,0.0479041916167664,True,True,0.0928263006055945,0.068290562383687,0.7283881024934203,0.821214403099015,0.25,0.75,1.0,0.0082004245886816,1.0,1.0,True,True
history_feedback,1.0,147,8,6,True,0.1257102451059422,0.0099800399201596,True,True,0.1257102451059422,0.1819456707763269,0.6600449255376984,0.7857551706436408,0.125,0.75,1.0,0.0076749974101605,1.0,1.0,True,True
history_feedback,1.0,148,8,6,True,0.1544845572862506,0.0039920159680638,True,True,0.1544845572862506,0.183661384158639,0.6318858132716338,0.7863703705578844,0.125,0.75,1.0,0.0064483357601065,1.0,1.0,True,True
history_feedback,1.0,149,8,5,False,0.0916370470741243,0.0379241516966067,True,False,0.0916370470741243,0.1515167458888782,0.7160035609405326,0.8076406080146571,0.125,0.625,1.0,0.0074262119166732,1.0,1.0,True,True
persistent_regime_alignment,0.2,0,8,4,False,0.0581895295784363,0.3992015968063872,False,False,0.0581895295784363,0.0151015896850538,0.8688308255785631,0.9270203551569992,0.125,0.5,1.0,0.0055402339843403,1.0,1.0,True,True
persistent_regime_alignment,0.2,1,8,3,False,0.0005829082858092,0.7504990019960079,False,False,0.0005829082858092,-0.0095290624184785,0.8910225327210305,0.8916054410068398,0.0,0.375,1.0,0.0059817143530292,1.0,1.0,True,True
persistent_regime_alignment,0.2,2,8,6,True,0.1300680331562426,0.0339321357285429,True,True,0.1300680331562426,0.1605006965836038,0.8167905878180886,0.9468586209743312,0.125,0.75,1.0,0.0057207528811567,1.0,1.0,True,True
persistent_regime_alignment,0.2,3,8,2,False,-0.0507159639913763,0.9520958083832336,False,False,-0.0507159639913763,-0.0944116524889435,0.9421539601014656,0.8914379961100892,0.0,0.25,1.0,0.0057346700023774,1.0,1.0,True,True
persistent_regime_alignment,0.2,4,8,4,False,0.0073635455366059,0.7325349301397206,False,False,0.0073635455366059,-0.0173553775282365,0.8983530538329196,0.9057165993695256,0.0,0.5,1.0,0.0059793876071682,1.0,1.0,True,True
persistent_regime_alignment,0.2,5,8,6,True,0.086633507224636,0.1896207584830339,False,False,0.086633507224636,0.084778071492136,0.8620021597113666,0.9486356669360028,0.0,0.75,1.0,0.0053667784149498,1.0,1.0,True,True
persistent_regime_alignment,0.2,6,8,2,False,-0.0022454836270355,0.872255489021956,False,False,-0.0022454836270355,-0.0493588529303415,0.9340639071594437,0.931818423532408,0.0,0.25,1.0,0.0060195294870088,1.0,1.0,True,True
persistent_regime_alignment,0.2,7,8,6,True,0.0747998732381613,0.2155688622754491,False,False,0.0747998732381613,0.1287784827433866,0.8146839951148367,0.889483868352998,0.0,0.75,1.0,0.0058225916546146,1.0,1.0,True,True
persistent_regime_alignment,0.2,8,8,5,False,0.0357331735061857,0.4810379241516966,False,False,0.0357331735061857,0.024546689603428,0.8503918382766121,0.8861250117827979,0.125,0.625,1.0,0.005528576326202,1.0,1.0,True,True
persistent_regime_alignment,0.2,9,8,4,False,0.0286491099733208,0.4630738522954092,False,False,0.0286491099733208,0.0125712499424551,0.8160045359390325,0.8446536459123534,0.0,0.5,1.0,0.0063375510427461,1.0,1.0,True,True
persistent_regime_alignment,0.2,10,8,4,False,0.1046539613323761,0.1177644710578842,False,False,0.1046539613323761,0.0558957155200254,0.8114451124211466,0.9160990737535228,0.125,0.5,1.0,0.0054892464000929,1.0,1.0,True,True
persistent_regime_alignment,0.2,11,8,3,False,-0.003826324715641,0.8143712574850299,False,False,-0.003826324715641,-0.0070399539984856,0.9069459906013346,0.9031196658856936,0.0,0.375,1.0,0.0057097705872607,1.0,1.0,True,True
persistent_regime_alignment,0.2,12,8,5,False,0.0485493071948505,0.3313373253493014,False,False,0.0485493071948505,0.0373002361495853,0.7945537939500827,0.8431031011449333,0.0,0.625,1.0,0.0058647817318989,1.0,1.0,True,True
persistent_regime_alignment,0.2,13,8,2,False,-0.0609499360182498,0.9880239520958084,False,False,-0.0609499360182498,-0.0630467380151453,0.9603277932286676,0.8993778572104176,0.0,0.25,1.0,0.0060679525661901,1.0,1.0,True,True
persistent_regime_alignment,0.2,14,8,5,False,0.1017152881485017,0.1037924151696606,False,False,0.1017152881485017,0.1625748994288028,0.778900049985891,0.8806153381343927,0.125,0.625,1.0,0.0058843815480538,1.0,1.0,True,True
persistent_regime_alignment,0.2,15,8,5,False,0.0495477010481852,0.2914171656686626,False,False,0.0495477010481852,0.0503776014765806,0.803206780240817,0.8527544812890023,0.0,0.625,1.0,0.0061108998435449,1.0,1.0,True,True
persistent_regime_alignment,0.2,16,8,4,False,0.0274546539700963,0.5888223552894212,False,False,0.0274546539700963,0.0024147306128318,0.9016985678266258,0.9291532217967222,0.125,0.5,1.0,0.0059590542375679,1.0,1.0,True,True
persistent_regime_alignment,0.2,17,8,2,False,0.0065408037827186,0.7225548902195609,False,False,0.0065408037827186,-0.0146242876162679,0.8975850733180528,0.9041258771007714,0.125,0.25,1.0,0.0058806172087981,1.0,1.0,True,True
persistent_regime_alignment,0.2,18,8,4,False,0.0446922853704759,0.5289421157684631,False,False,0.0446922853704759,0.0236039134888804,0.9074211494142146,0.9521134347846908,0.0,0.5,1.0,0.0058427360747266,1.0,1.0,True,True
persistent_regime_alignment,0.2,19,8,4,False,-0.0138963760240675,0.812375249500998,False,False,-0.0138963760240675,0.0012734164020307,0.8933027827773516,0.8794064067532841,0.0,0.5,1.0,0.0055861304834196,1.0,1.0,True,True
persistent_regime_alignment,0.2,20,8,5,False,0.0794362831149502,0.2215568862275449,False,False,0.0794362831149502,0.0765774469690874,0.8410266755567546,0.9204629586717048,0.0,0.625,1.0,0.0055876318081355,1.0,1.0,True,True
persistent_regime_alignment,0.2,21,8,6,True,0.16220836018481,0.0159680638722554,True,True,0.16220836018481,0.1050468128152395,0.7604172611973299,0.92262562138214,0.25,0.75,1.0,0.0059023639204056,1.0,1.0,True,True
persistent_regime_alignment,0.2,22,8,4,False,0.0338980199478271,0.4391217564870259,False,False,0.0338980199478271,0.0397490482153017,0.8511409456942229,0.8850389656420501,0.0,0.5,1.0,0.0058967268358732,1.0,1.0,True,True
persistent_regime_alignment,0.2,23,8,3,False,0.0307363945408463,0.5668662674650699,False,False,0.0307363945408463,-0.0150442494377525,0.9064560443457124,0.9371924388865586,0.0,0.375,1.0,0.0056009440617507,1.0,1.0,True,True
persistent_regime_alignment,0.2,24,8,4,False,0.0599932104657479,0.2634730538922156,False,False,0.0599932104657479,0.070587284087996,0.8179334152649522,0.8779266257307002,0.0,0.5,1.0,0.0058500544086909,1.0,1.0,True,True
persistent_regime_alignment,0.2,25,8,6,True,0.1446223854673804,0.0159680638722554,True,True,0.1446223854673804,0.1604443497357748,0.7484143573015053,0.8930367427688857,0.25,0.75,1.0,0.0054660928806338,1.0,1.0,True,True
persistent_regime_alignment,0.2,26,8,3,False,-0.0031569041398778,0.7664670658682635,False,False,-0.0031569041398778,-0.0192648461054941,0.9016900178736016,0.8985331137337239,0.0,0.375,1.0,0.0058362391630594,1.0,1.0,True,True
persistent_regime_alignment,0.2,27,8,3,False,-0.0200401243643587,0.8383233532934131,False,False,-0.0200401243643587,-0.051014998467946,0.8752587514421546,0.855218627077796,0.0,0.375,1.0,0.00574495310502,1.0,1.0,True,True
persistent_regime_alignment,0.2,28,8,8,True,0.1415352340998274,0.0399201596806387,True,True,0.1415352340998274,0.1102132969739924,0.7928579897623453,0.9343932238621728,0.125,1.0,1.0,0.0055648320750916,1.0,1.0,True,True
persistent_regime_alignment,0.2,29,8,5,False,0.0138039458340584,0.5469061876247505,False,False,0.0138039458340584,0.0366118019647983,0.833165115753769,0.8469690615878274,0.0,0.625,1.0,0.0056372421451143,1.0,1.0,True,True
persistent_regime_alignment,0.2,30,8,2,False,0.0292379694426847,0.6147704590818364,False,False,0.0292379694426847,-0.0242030874481385,0.9124038677040224,0.9416418371467072,0.125,0.25,1.0,0.0059329120702282,1.0,1.0,True,True
persistent_regime_alignment,0.2,31,8,4,False,0.054743212282916,0.343313373253493,False,False,0.054743212282916,-0.0019693283352259,0.8366593499731028,0.8914025622560188,0.0,0.5,1.0,0.005820891374116,1.0,1.0,True,True
persistent_regime_alignment,0.2,32,8,3,False,-0.0053505337997235,0.7944111776447106,False,False,-0.0053505337997235,-0.0283012539918911,0.9115274179250834,0.90617688412536,0.0,0.375,1.0,0.006111037312412,1.0,1.0,True,True
persistent_regime_alignment,0.2,33,8,4,False,0.0086561452997447,0.6427145708582834,False,False,0.0086561452997447,0.0292282502293814,0.863867665522136,0.8725238108218807,0.0,0.5,1.0,0.0059917058834181,1.0,1.0,True,True
persistent_regime_alignment,0.2,34,8,5,False,0.0547932771428079,0.3193612774451098,False,False,0.0547932771428079,0.0080204618205606,0.8307000606266244,0.8854933377694324,0.0,0.625,1.0,0.0057927205211247,1.0,1.0,True,True
persistent_regime_alignment,0.2,35,8,6,True,0.0566434112649545,0.3313373253493014,False,False,0.0566434112649545,0.0514573843418227,0.8412400085648761,0.8978834198298308,0.0,0.75,1.0,0.0056473583448159,1.0,1.0,True,True
persistent_regime_alignment,0.2,36,8,7,True,0.1162983906917708,0.0558882235528942,False,False,0.1162983906917708,0.1356385913785057,0.7762851290649451,0.892583519756716,0.0,0.875,1.0,0.0056672138659185,1.0,1.0,True,True
persistent_regime_alignment,0.2,37,8,4,False,0.0372027935147551,0.5069860279441117,False,False,0.0372027935147551,0.0125797077824674,0.8886702166294875,0.9258730101442426,0.0,0.5,1.0,0.0062584695595761,1.0,1.0,True,True
persistent_regime_alignment,0.2,38,8,5,False,0.0861845129596705,0.1277445109780439,False,False,0.0861845129596705,0.0514425818362318,0.7965772564177576,0.8827617693774281,0.25,0.625,1.0,0.0055183115139087,1.0,1.0,True,True
persistent_regime_alignment,0.2,39,8,4,False,0.0889777855191668,0.1656686626746507,False,False,0.0889777855191668,0.0270251756761861,0.8210410230333274,0.9100188085524944,0.125,0.5,1.0,0.0059908061814871,1.0,1.0,True,True
persistent_regime_alignment,0.2,40,8,5,False,0.061194049261574,0.3532934131736527,False,False,0.061194049261574,0.0341357041082309,0.856645536004253,0.9178395852658272,0.0,0.625,1.0,0.00571133589222,1.0,1.0,True,True
persistent_regime_alignment,0.2,41,8,4,False,-0.0202038963571807,0.9121756487025948,False,False,-0.0202038963571807,0.0031054014339341,0.9379982371052352,0.9177943407480544,0.0,0.5,1.0,0.005367050643499,1.0,1.0,True,True
persistent_regime_alignment,0.2,42,8,6,True,0.1013537864475685,0.0758483033932135,False,False,0.1013537864475685,0.1274577994410719,0.7753494026204102,0.8767031890679786,0.125,0.75,1.0,0.0057964589685675,1.0,1.0,True,True
persistent_regime_alignment,0.2,43,8,3,False,-0.0303694006510912,0.9461077844311376,False,False,-0.0303694006510912,-0.0557763915837642,0.9391327543412408,0.9087633536901496,0.0,0.375,1.0,0.0057651854545197,1.0,1.0,True,True
persistent_regime_alignment,0.2,44,8,6,True,0.154791711390221,0.0159680638722554,True,True,0.154791711390221,0.1186623294150264,0.7150607703644055,0.8698524817546265,0.375,0.75,1.0,0.0056622239684633,1.0,1.0,True,True
persistent_regime_alignment,0.2,45,8,6,True,0.1187282296472697,0.0798403193612774,False,False,0.1187282296472697,0.1147730811688247,0.7678113159797393,0.886539545627009,0.0,0.75,1.0,0.0059528133004048,1.0,1.0,True,True
persistent_regime_alignment,0.2,46,8,4,False,0.0614799721307727,0.281437125748503,False,False,0.0614799721307727,-0.009122696806964,0.8450665605404484,0.9065465326712212,0.125,0.5,1.0,0.0056734359356502,1.0,1.0,True,True
persistent_regime_alignment,0.2,47,8,5,False,0.0373139024265301,0.5349301397205589,False,False,0.0373139024265301,0.0528975200837265,0.8859619980222648,0.9232759004487948,0.0,0.625,1.0,0.0053635554928876,1.0,1.0,True,True
persistent_regime_alignment,0.2,48,8,2,False,0.0138892858668693,0.7145708582834331,False,False,0.0138892858668693,-0.0102507003873766,0.9147867737406494,0.9286760596075186,0.0,0.25,1.0,0.0053037941102227,1.0,1.0,True,True
persistent_regime_alignment,0.2,49,8,5,False,0.0772495544469005,0.1976047904191616,False,False,0.0772495544469005,0.0850857392666107,0.8363100407114086,0.9135595951583092,0.0,0.625,1.0,0.0059653024582245,1.0,1.0,True,True
