family,phi,replicate,scenario,p0_oracle_lambda0_indicator_identical,true_p_rmse_to_025,true_p_range,true_p_neff,theta_obs_raw,theta_obs_clipped,annual_null_raw_median,annual_null_clipped_median,native_null_raw_median,native_null_clipped_median,annual_raw_offset,annual_clipped_offset,native_raw_offset,native_clipped_offset,obs_raw_at_or_above_one,annual_null_ceiling_fraction,native_null_ceiling_fraction,annual_all_ceiling_free,native_all_ceiling_free,runlen_obs,annual_null_runlen_median,native_null_runlen_median,p_annual,p_native,annual_reject_005,native_reject_005,mechanistic_misattribution,native_only,annual_valid_fraction,native_valid_fraction,annual_spectral_error_median,native_spectral_error_median,native_count_exact_fraction,native_month_count_exact_fraction
gaussian,0.2,8,absolute_lambda4,True,0.2976072282674339,0.7897184070772124,4.964583905619271,0.9052676453143536,0.9052676453143536,1.043218954248366,1.0,1.0113770685579195,1.0,0.1379513089340125,0.0947323546856464,0.1061094232435659,0.0947323546856464,False,0.610738255033557,0.5369127516778524,False,False,1.25,1.0869565217391304,1.1363636363636365,0.26,0.3,False,False,False,False,1.0,1.0,0.0067223198389657,0.0002228949016531,1.0,1.0
gaussian,0.2,8,oracle_percentile,True,0.0,0.0,12.0,1.1038366772263288,1.0,1.0160355090311988,1.0,0.9785470085470086,0.9785470085470086,-0.08780116819513,0.0,-0.1252896686793202,-0.0214529914529914,True,0.5436241610738255,0.436241610738255,False,False,1.1363636363636365,1.1363636363636365,1.1363636363636365,1.0,1.0,False,False,False,False,1.0,1.0,0.0012409764491743,0.0002228949016531,1.0,1.0
gaussian,0.2,8,estimated_percentile_15y,True,0.0796829061626764,0.2630956676405157,11.062527728737445,1.037551695616212,1.0,1.0016423686105111,1.0,1.0307529162248144,1.0,-0.0359093270057007,0.0,-0.0067987793913975,0.0,True,0.5033557046979866,0.5704697986577181,False,False,1.1904761904761905,1.1363636363636365,1.0869565217391304,1.0,1.0,False,False,False,False,1.0,1.0,0.0031393078662083,0.0002228949016531,1.0,1.0
gaussian,0.2,8,estimated_percentile_30y,True,0.0589566944644564,0.1627507844918139,11.55771077394192,0.8154737835287774,0.8154737835287774,1.067545304777595,1.0,1.03382048629074,1.0,0.2520715212488172,0.1845262164712225,0.2183467027619624,0.1845262164712225,False,0.6375838926174496,0.5570469798657718,False,False,1.1904761904761905,1.1363636363636365,1.0869565217391304,0.0933333333333333,0.16,False,False,False,False,1.0,1.0,0.0019484784514192,0.0002228949016531,1.0,1.0
gaussian,0.2,8,estimated_percentile_60y,True,0.0602246492248753,0.2297486763147034,11.398087874775324,0.9046588778306648,0.9046588778306648,1.0103554249064672,1.0,1.0492317119155354,1.0,0.1056965470758023,0.0953411221693351,0.1445728340848705,0.0953411221693351,False,0.5234899328859061,0.5838926174496645,False,False,1.1363636363636365,1.1363636363636365,1.0869565217391304,0.2933333333333333,0.24,False,False,False,False,1.0,1.0,0.0005430658273372,0.0002228949016531,1.0,1.0
gaussian,0.2,9,absolute_lambda4,True,0.2976072282674339,0.7897184070772124,4.964583905619271,0.6450532601678503,0.6450532601678503,1.0976577909270218,1.0,1.0326881720430108,1.0,0.4526045307591715,0.3549467398321497,0.3876349118751605,0.3549467398321497,False,0.7046979865771812,0.5637583892617449,False,False,1.1363636363636365,1.0416666666666667,1.0869565217391304,0.0066666666666666,0.0333333333333333,True,True,False,False,1.0,1.0,0.0022945218475753,0.0002305525458606,1.0,1.0
gaussian,0.2,9,oracle_percentile,True,0.0,0.0,12.0,0.9357311320754716,0.9357311320754716,1.188914609053498,1.0,1.0998078770413064,1.0,0.2531834769780262,0.0642688679245283,0.1640767449658348,0.0642688679245283,False,0.8523489932885906,0.7718120805369127,False,False,1.25,1.0869565217391304,1.0869565217391304,0.0733333333333333,0.14,False,False,False,False,1.0,1.0,0.0018403834058093,0.0002305525458606,1.0,1.0
gaussian,0.2,9,estimated_percentile_15y,True,0.0822496791968742,0.2190051433738077,11.46427204914745,0.9839364844903988,0.9839364844903988,1.246198203715044,1.0,1.0819027181688126,1.0,0.262261719224645,0.0160635155096011,0.0979662336784137,0.0160635155096011,False,0.8859060402684564,0.7046979865771812,False,False,1.1363636363636365,1.0869565217391304,1.0869565217391304,0.12,0.2866666666666667,False,False,False,False,1.0,1.0,0.0008628369958096,0.0002305525458606,1.0,1.0
gaussian,0.2,9,estimated_percentile_30y,True,0.0817213600966891,0.2248422253983783,11.312287854821252,1.191420466709484,1.0,1.1534373586612392,1.0,1.08375,1.0,-0.0379831080482448,0.0,-0.1076704667094841,0.0,True,0.8053691275167785,0.6845637583892618,False,False,1.0869565217391304,1.0869565217391304,1.1363636363636365,1.0,1.0,False,False,False,False,1.0,1.0,0.0012682715464967,0.0002305525458606,1.0,1.0
gaussian,0.2,9,estimated_percentile_60y,True,0.0593128406896613,0.1931776564178669,11.44038757524914,1.083552375389408,1.0,1.195593149540518,1.0,1.1217541834968263,1.0,0.1120407741511098,0.0,0.0382018081074182,0.0,True,0.87248322147651,0.7248322147651006,False,False,1.0869565217391304,1.0869565217391304,1.1363636363636365,1.0,1.0,False,False,False,False,1.0,1.0,0.0017175931843485,0.0002305525458606,1.0,1.0
