family,phi,lambda,replicate,theta_obs_independent,theta_obs_raw_independent,p_annual_independent,p_native_independent,annual_reject_independent,native_reject_independent,annual_only_independent,native_only_independent,annual_spectral_error_median,native_spectral_error_median,native_month_exact_fraction,theta_obs,theta_abs_diff
tinnov,0.2,2.0,241,0.986926123504688,0.986926123504688,0.26,0.56,False,False,False,False,0.010667811184358106,0.00025734973200031624,1.0,0.986926123504688,0.0
tinnov,0.2,2.0,199,1.0,1.1274469067405355,1.0,1.0,False,False,False,False,0.004495732957299363,0.0002491477462646921,1.0,1.0,0.0
tinnov,0.2,2.0,263,0.6853754940711463,0.6853754940711463,0.03,0.12,True,False,True,False,0.0016253295049460676,0.0002292642946751988,1.0,0.6853754940711463,0.0
tinnov,0.2,2.0,276,1.0,1.0227562352084472,1.0,1.0,False,False,False,False,0.0011220662807469614,0.00026491263332018515,1.0,1.0,0.0
tinnov,0.2,2.0,285,1.0,1.0788919696036148,1.0,1.0,False,False,False,False,0.000852963636802064,0.000306778693696451,1.0,1.0,0.0
tinnov,0.2,4.0,29,0.962278675904542,0.962278675904542,0.3,0.36,False,False,False,False,0.0014467172267026774,0.0002499205785400347,1.0,0.962278675904542,0.0
tinnov,0.2,4.0,41,0.8848925848925849,0.8848925848925849,0.13,0.19,False,False,False,False,0.0022956215791903804,0.0002650757187597195,1.0,0.8848925848925849,0.0
tinnov,0.2,4.0,51,0.9722440600978337,0.9722440600978337,0.23,0.39,False,False,False,False,0.006308350588801165,0.00027190411997681457,1.0,0.9722440600978336,1.1102230246251565e-16
tinnov,0.2,4.0,67,0.9883013674302966,0.9883013674302966,0.2,0.4,False,False,False,False,0.011058272838868032,0.00026290068008787945,1.0,0.9883013674302966,0.0
tinnov,0.2,4.0,79,1.0,1.3418913136499786,1.0,1.0,False,False,False,False,0.006177722079764086,0.00025095078625848914,1.0,1.0,0.0
tinnov,0.2,4.0,86,0.7817288233593525,0.7817288233593525,0.03,0.07,True,False,True,False,0.0040281726390340635,0.00025539635593744344,1.0,0.7817288233593525,0.0
tinnov,0.2,4.0,171,1.0,1.2781191479400749,1.0,1.0,False,False,False,False,0.008622204527398446,0.00024907328995614654,1.0,1.0,0.0
tinnov,0.2,4.0,195,0.9988828674652975,0.9988828674652975,0.3,0.35,False,False,False,False,0.00930899248334062,0.0002634227790417299,1.0,0.9988828674652976,1.1102230246251565e-16
tinnov,0.2,4.0,174,1.0,1.2666429475015812,1.0,1.0,False,False,False,False,0.002432822604277109,0.0002559825873018371,1.0,1.0,0.0
tinnov,0.2,4.0,261,1.0,1.37044356609574,1.0,1.0,False,False,False,False,0.0014951577016806233,0.0002603762093141604,1.0,1.0,0.0
tinnov,0.5,0.0,26,1.0,1.2121092930564297,1.0,1.0,False,False,False,False,0.002193749751132664,0.0002548558733415117,1.0,1.0,0.0
tinnov,0.5,0.0,110,0.8119905845980888,0.8119905845980888,0.06,0.1,False,False,False,False,0.0005339123143224674,0.0002950700294101616,1.0,0.8119905845980888,0.0
tinnov,0.5,0.0,109,0.8742608154372861,0.8742608154372861,0.12,0.11,False,False,False,False,0.0004664210076857059,0.00028057845359726123,1.0,0.8742608154372861,0.0
tinnov,0.5,0.0,112,1.0,1.1934185606060606,1.0,1.0,False,False,False,False,0.00038868320631290157,0.0002518741918866148,1.0,1.0,0.0
tinnov,0.5,0.0,113,1.0,1.0552939124367695,1.0,1.0,False,False,False,False,0.0018487818841927944,0.00024759256573738336,1.0,1.0,0.0
tinnov,0.5,0.0,131,0.9521561221277935,0.9521561221277935,0.21,0.23,False,False,False,False,0.0002485318499109921,0.000310028687242604,1.0,0.9521561221277935,0.0
tinnov,0.5,0.0,130,1.0,1.1077277970011534,1.0,1.0,False,False,False,False,0.0006922140987504434,0.00025031679953696067,1.0,1.0,0.0
tinnov,0.5,0.0,158,0.6543603912601627,0.6543603912601627,0.01,0.04,True,True,False,False,0.004749597733275798,0.00033136094054179766,1.0,0.6543603912601627,0.0
tinnov,0.5,0.0,205,0.9229505503532117,0.9229505503532117,0.08,0.22,False,False,False,False,0.0008097529290154777,0.00028010733429840686,1.0,0.9229505503532116,1.1102230246251565e-16
tinnov,0.5,0.0,265,1.0,1.2703782006107587,1.0,1.0,False,False,False,False,0.0004448213191228979,0.00028202452743562547,1.0,1.0,0.0
tinnov,0.5,0.5,13,1.0,1.2849881029634436,1.0,1.0,False,False,False,False,0.0006443947796412925,0.0002817092287129862,1.0,1.0,0.0
tinnov,0.5,0.5,30,1.0,1.472043010752688,1.0,1.0,False,False,False,False,0.0011296243313203547,0.0002553481539381708,1.0,1.0,0.0
tinnov,0.5,0.5,59,1.0,1.0708492366412214,1.0,1.0,False,False,False,False,0.005705801733965671,0.00029853503966225016,1.0,1.0,0.0
tinnov,0.5,0.5,45,0.9800252525252525,0.9800252525252525,0.15,0.33,False,False,False,False,0.0002974147205249355,0.00026052427651325103,1.0,0.9800252525252524,1.1102230246251565e-16
tinnov,0.5,0.5,87,0.9311040898718623,0.9311040898718623,0.15,0.3,False,False,False,False,0.0008953859898037611,0.0002608295992482159,1.0,0.9311040898718624,1.1102230246251565e-16
tinnov,0.5,0.5,110,0.5924402663533098,0.5924402663533098,0.01,0.02,True,True,False,False,0.0016833874991213588,0.0002659517673084183,1.0,0.5924402663533098,0.0
tinnov,0.5,0.5,143,1.0,1.3357108892058964,1.0,1.0,False,False,False,False,0.0014164568652947067,0.0002712712570132175,1.0,1.0,0.0
tinnov,0.5,0.5,236,1.0,1.1918574669966997,1.0,1.0,False,False,False,False,0.000558722261219259,0.00024905360911909723,1.0,1.0,0.0
tinnov,0.5,0.5,260,0.9935607961197525,0.9935607961197525,0.38,0.47,False,False,False,False,0.0003418531589735139,0.0003025764287746726,1.0,0.9935607961197525,0.0
tinnov,0.5,0.5,270,0.5761904761904761,0.5761904761904761,0.01,0.02,True,True,False,False,0.0013713398279393348,0.0002637778928964834,1.0,0.5761904761904761,0.0
tinnov,0.5,1.0,7,1.0,1.0769717800289436,1.0,1.0,False,False,False,False,0.006332320455667555,0.0002813088061046038,1.0,1.0,0.0
tinnov,0.5,1.0,53,0.8384793447293447,0.8384793447293447,0.14,0.15,False,False,False,False,0.0013226225933911247,0.00024117062315539179,1.0,0.8384793447293447,0.0
tinnov,0.5,1.0,84,0.9995293058284217,0.9995293058284217,0.16,0.4,False,False,False,False,0.0021745416114606585,0.0002735252517080858,1.0,0.9995293058284216,1.1102230246251565e-16
tinnov,0.5,1.0,91,0.5239857106404695,0.5239857106404695,0.01,0.03,True,True,False,False,0.0027960913686675723,0.00026097568699630656,1.0,0.5239857106404695,0.0
tinnov,0.5,1.0,190,0.9961989032901296,0.9961989032901296,0.3,0.37,False,False,False,False,0.0011521515050415757,0.0002716496818149563,1.0,0.9961989032901296,0.0
tinnov,0.5,1.0,203,1.0,1.1037244794825147,1.0,1.0,False,False,False,False,0.0029703165206070403,0.00027119043127464597,1.0,1.0,0.0
tinnov,0.5,1.0,252,1.0,1.1457713662502478,1.0,1.0,False,False,False,False,0.0007741204003004207,0.00026085094416907303,1.0,1.0,0.0
tinnov,0.5,1.0,269,1.0,1.0928072111846947,1.0,1.0,False,False,False,False,0.005913832265035457,0.000283205167191447,1.0,1.0,0.0
tinnov,0.5,1.0,270,0.9576666666666667,0.9576666666666667,0.31,0.45,False,False,False,False,0.0011877295632065875,0.00023328151460179903,1.0,0.9576666666666668,1.1102230246251565e-16
tinnov,0.5,1.0,284,0.9617234083477592,0.9617234083477592,0.32,0.25,False,False,False,False,0.0026576293698833643,0.0002416217892382541,1.0,0.9617234083477592,0.0
tinnov,0.5,2.0,13,0.8746319199057715,0.8746319199057715,0.13,0.17,False,False,False,False,0.005301494332238887,0.0002443941064628495,1.0,0.8746319199057715,0.0
tinnov,0.5,2.0,32,1.0,1.2537007454739084,1.0,1.0,False,False,False,False,0.0034980242399265536,0.0002880928133518394,1.0,1.0,0.0
tinnov,0.5,2.0,100,1.0,1.1801541425818882,1.0,1.0,False,False,False,False,0.0049334664548694,0.0003096553469229788,1.0,1.0,0.0
tinnov,0.5,2.0,146,1.0,1.0894179159726078,1.0,1.0,False,False,False,False,0.002229475063774875,0.000280945786624153,1.0,1.0,0.0
tinnov,0.5,2.0,116,1.0,1.0723237597911228,1.0,1.0,False,False,False,False,0.0013549535801097514,0.00028627449745277964,1.0,1.0,0.0
tinnov,0.5,2.0,175,0.5759647081636611,0.5759647081636611,0.02,0.01,True,True,False,False,0.0030730186645610944,0.00028484765493206173,1.0,0.5759647081636611,0.0
tinnov,0.5,2.0,188,0.9188728165938864,0.9188728165938864,0.1,0.19,False,False,False,False,0.0019506672875410417,0.00024207178122515171,1.0,0.9188728165938864,0.0
tinnov,0.5,2.0,277,1.0,1.3155820105820106,1.0,1.0,False,False,False,False,0.008943424944749987,0.00023920913589084932,1.0,1.0,0.0
tinnov,0.5,2.0,225,0.9346710646875572,0.9346710646875572,0.25,0.27,False,False,False,False,0.00031251212115218033,0.00027777431900948674,1.0,0.9346710646875572,0.0
tinnov,0.5,2.0,288,0.8031376518218624,0.8031376518218624,0.08,0.1,False,False,False,False,0.00038213809927576005,0.0002635449937378294,1.0,0.8031376518218624,0.0
tinnov,0.5,4.0,2,0.819734198732808,0.819734198732808,0.03,0.37,True,False,True,False,0.009855524373936905,0.0002429100648405196,1.0,0.819734198732808,0.0
tinnov,0.5,4.0,20,0.7756975789905621,0.7756975789905621,0.03,0.35,True,False,True,False,0.0023833331002827726,0.0002745529167219723,1.0,0.7756975789905621,0.0
tinnov,0.5,4.0,44,1.0,1.1416207529843894,1.0,1.0,False,False,False,False,0.003436143817645958,0.00026793587367998336,1.0,1.0,0.0
tinnov,0.5,4.0,98,1.0,1.0572825024437928,1.0,1.0,False,False,False,False,0.011067291588415986,0.0002532007767694338,1.0,1.0,0.0
tinnov,0.5,4.0,133,0.6458588487446417,0.6458588487446417,0.01,0.08,True,False,True,False,0.00025433942079240365,0.0002556286550997776,1.0,0.6458588487446417,0.0
tinnov,0.5,4.0,240,0.8917132541346378,0.8917132541346378,0.06,0.35,False,False,False,False,0.008492225988464556,0.00025097065134701337,1.0,0.8917132541346378,0.0
tinnov,0.5,4.0,223,1.0,1.2067481884057971,1.0,1.0,False,False,False,False,0.004607568581779984,0.00024561718543058647,1.0,1.0,0.0
tinnov,0.5,4.0,171,1.0,1.1052206673842842,1.0,1.0,False,False,False,False,0.002495294919609672,0.000253825870174749,1.0,1.0,0.0
tinnov,0.5,4.0,271,0.9429171729445119,0.9429171729445119,0.11,0.5,False,False,False,False,0.0005377007956501777,0.0002727686216193732,1.0,0.942917172944512,1.1102230246251565e-16
tinnov,0.5,4.0,280,0.8519926770877341,0.8519926770877341,0.13,0.46,False,False,False,False,0.0049240393916350255,0.0002614740801143118,1.0,0.8519926770877341,0.0
tinnov,0.8,0.0,34,1.0,1.0938013136288998,1.0,1.0,False,False,False,False,0.0008518127443612963,0.0002414509364190512,1.0,1.0,0.0
tinnov,0.8,0.0,35,0.8072358852307285,0.8072358852307285,0.07,0.22,False,False,False,False,0.0011236990709001457,0.0002478674261566469,1.0,0.8072358852307285,0.0
tinnov,0.8,0.0,47,1.0,1.0701805474665114,1.0,1.0,False,False,False,False,0.0005827590154175177,0.00022292080657466062,1.0,1.0,0.0
tinnov,0.8,0.0,84,0.9275208333333333,0.9275208333333333,0.28,0.13,False,False,False,False,0.0014066346943635737,0.000260568316676357,1.0,0.9275208333333332,1.1102230246251565e-16
tinnov,0.8,0.0,123,0.8352601156069365,0.8352601156069365,0.24,0.19,False,False,False,False,0.0012165276370871142,0.00030638508807671866,1.0,0.8352601156069365,0.0
tinnov,0.8,0.0,212,0.94253840842396,0.94253840842396,0.23,0.27,False,False,False,False,0.0010768717824205846,0.00024427917157688526,1.0,0.94253840842396,0.0
tinnov,0.8,0.0,218,1.0,1.0888583441138422,1.0,1.0,False,False,False,False,0.0006356293269209995,0.00023208451934724375,1.0,1.0,0.0
tinnov,0.8,0.0,238,1.0,1.1461219563392107,1.0,1.0,False,False,False,False,0.001985302346525416,0.0002524778517639738,1.0,1.0,0.0
tinnov,0.8,0.0,266,0.8074308485700891,0.8074308485700891,0.12,0.22,False,False,False,False,0.0013932011431019155,0.00025875171795888754,1.0,0.8074308485700891,0.0
tinnov,0.8,0.0,292,1.0,1.024780426599749,1.0,1.0,False,False,False,False,0.00043247352158047516,0.0003932214136072545,1.0,1.0,0.0
tinnov,0.8,0.5,8,1.0,1.2901878372768785,1.0,1.0,False,False,False,False,0.0010209856055940268,0.00028679293897796175,1.0,1.0,0.0
tinnov,0.8,0.5,50,0.7807131514364083,0.7807131514364083,0.09,0.23,False,False,False,False,0.000490991231041391,0.00023474595196726672,1.0,0.7807131514364083,0.0
tinnov,0.8,0.5,79,0.893108793686584,0.893108793686584,0.23,0.23,False,False,False,False,0.001321740396790463,0.00024633662609253236,1.0,0.893108793686584,0.0
tinnov,0.8,0.5,136,0.9281714785651793,0.9281714785651793,0.15,0.26,False,False,False,False,0.0005206519396759531,0.00027366082907783374,1.0,0.9281714785651792,1.1102230246251565e-16
tinnov,0.8,0.5,187,1.0,1.0582439564181136,1.0,1.0,False,False,False,False,0.0006560319054109604,0.0002692023244595533,1.0,1.0,0.0
tinnov,0.8,0.5,198,0.8089272858171346,0.8089272858171346,0.12,0.19,False,False,False,False,0.002092170024422185,0.00025294736133894716,1.0,0.8089272858171346,0.0
tinnov,0.8,0.5,222,0.9187289088863893,0.9187289088863893,0.07,0.12,False,False,False,False,0.0013930188077989523,0.00025842880288653905,1.0,0.9187289088863893,0.0
tinnov,0.8,0.5,238,1.0,1.082556270096463,1.0,1.0,False,False,False,False,0.0006546086557490357,0.00031343402267613904,1.0,1.0,0.0
tinnov,0.8,0.5,241,1.0,1.2969977553310887,1.0,1.0,False,False,False,False,0.0010602437285746375,0.0002232970306333157,1.0,1.0,0.0
tinnov,0.8,0.5,264,0.9746368135376756,0.9746368135376756,0.39,0.47,False,False,False,False,0.0012078836866127591,0.00044942423636697756,1.0,0.9746368135376756,0.0
tinnov,0.8,1.0,6,0.9081577920811391,0.9081577920811391,0.1,0.23,False,False,False,False,0.0008934242314713886,0.00025762200110697356,1.0,0.9081577920811392,1.1102230246251565e-16
tinnov,0.8,1.0,36,1.0,1.1137045369328833,1.0,1.0,False,False,False,False,0.0009777843222659266,0.00023059689147452792,1.0,1.0,0.0
tinnov,0.8,1.0,80,1.0,1.410781990521327,1.0,1.0,False,False,False,False,0.009099437831187236,0.0002452501499798814,1.0,1.0,0.0
tinnov,0.8,1.0,147,0.8590366769774636,0.8590366769774636,0.19,0.22,False,False,False,False,0.0005504745819671744,0.00030215330441370615,1.0,0.8590366769774636,0.0
tinnov,0.8,1.0,150,0.879839312406577,0.879839312406577,0.21,0.28,False,False,False,False,0.0007694087883523764,0.0003549922525744562,1.0,0.879839312406577,0.0
tinnov,0.8,1.0,179,0.9135448245993937,0.9135448245993937,0.11,0.24,False,False,False,False,0.0015764980432849659,0.00023395815850008335,1.0,0.9135448245993936,1.1102230246251565e-16
tinnov,0.8,1.0,187,1.0,1.0916828793774318,1.0,1.0,False,False,False,False,0.0005512255314799989,0.00026167682933766524,1.0,1.0,0.0
tinnov,0.8,1.0,217,0.8796327493261455,0.8796327493261455,0.21,0.24,False,False,False,False,0.0008102323954916351,0.0002560743073313151,1.0,0.8796327493261455,0.0
tinnov,0.8,1.0,263,1.0,1.1194318915429309,1.0,1.0,False,False,False,False,0.0012458373854137158,0.00023769109405951248,1.0,1.0,0.0
tinnov,0.8,1.0,268,0.8957880926529135,0.8957880926529135,0.32,0.42,False,False,False,False,0.002079572888913132,0.0002398327571427375,1.0,0.8957880926529135,0.0
tinnov,0.8,2.0,0,0.7672232250300842,0.7672232250300842,0.21,0.27,False,False,False,False,0.004033090924353243,0.00024523013785243057,1.0,0.7672232250300842,0.0
tinnov,0.8,2.0,4,0.9227577169481654,0.9227577169481654,0.28,0.42,False,False,False,False,0.0007207797162657106,0.0002854849876249616,1.0,0.9227577169481654,0.0
tinnov,0.8,2.0,17,0.9314048291000313,0.9314048291000313,0.4,0.42,False,False,False,False,0.00034760143153582103,0.0003060212848258408,1.0,0.9314048291000312,1.1102230246251565e-16
tinnov,0.8,2.0,29,0.6947339169098236,0.6947339169098236,0.02,0.07,True,False,True,False,0.0006977997020379558,0.00025380203925823584,1.0,0.6947339169098236,0.0
tinnov,0.8,2.0,155,0.8650031989763276,0.8650031989763276,0.1,0.25,False,False,False,False,0.00045145371687679647,0.0002997295698172835,1.0,0.8650031989763276,0.0
tinnov,0.8,2.0,196,1.0,1.311984473556526,1.0,1.0,False,False,False,False,0.00027803188603173993,0.000271337141037961,1.0,1.0,0.0
tinnov,0.8,2.0,183,1.0,1.2967455225875435,1.0,1.0,False,False,False,False,0.0007480427977822399,0.0002774569321734965,1.0,1.0,0.0
tinnov,0.8,2.0,206,1.0,1.4047010228166799,1.0,1.0,False,False,False,False,0.002489442107971889,0.00027432572975896405,1.0,1.0,0.0
tinnov,0.8,2.0,253,1.0,1.1363021847285313,1.0,1.0,False,False,False,False,0.0004470089215145464,0.00024278690926938162,1.0,1.0,0.0
tinnov,0.8,4.0,40,0.5332000888296691,0.5332000888296691,0.01,0.01,True,True,False,False,0.00469934203883696,0.0002396807215054123,1.0,0.5332000888296691,0.0
tinnov,0.8,2.0,262,1.0,1.0674289316827144,1.0,1.0,False,False,False,False,0.0004657159364951854,0.00026115272769264264,1.0,1.0,0.0
tinnov,0.8,4.0,71,0.7585442585442586,0.7585442585442586,0.05,0.14,False,False,False,False,0.0008543324143763745,0.0002709410604375772,1.0,0.7585442585442586,0.0
tinnov,0.8,4.0,76,0.8183367416496251,0.8183367416496251,0.13,0.33,False,False,False,False,0.004861939619321774,0.0002617034737755203,1.0,0.8183367416496251,0.0
tinnov,0.8,4.0,166,1.0,1.2262760416666667,1.0,1.0,False,False,False,False,0.006793768210120473,0.00022706340786726866,1.0,1.0,0.0
tinnov,0.8,4.0,98,0.9189890710382513,0.9189890710382513,0.16,0.41,False,False,False,False,0.0019680387865229102,0.00029287424193723315,1.0,0.9189890710382512,1.1102230246251565e-16
tinnov,0.8,4.0,186,1.0,1.077354018530489,1.0,1.0,False,False,False,False,0.010028315072005774,0.00023380714017510136,1.0,1.0,0.0
tinnov,0.8,4.0,212,1.0,1.1724806201550388,1.0,1.0,False,False,False,False,0.006166031871037166,0.00028064713392709996,1.0,1.0,0.0
tinnov,0.8,4.0,249,1.0,1.0425800558779281,1.0,1.0,False,False,False,False,0.0052347877070202265,0.000298492335771791,1.0,1.0,0.0
tinnov,0.8,4.0,222,1.0,1.2246376811594204,1.0,1.0,False,False,False,False,0.00030924851721615454,0.0002427496766398992,1.0,1.0,0.0
tinnov,0.8,4.0,290,0.9470209122047953,0.9470209122047953,0.13,0.51,False,False,False,False,0.00036109343974007627,0.00025813605926866323,1.0,0.9470209122047952,1.1102230246251565e-16
