phi,rep,lambda_value,Neff,feature,obs_feature,indicator_mismatches,annual_count_max_abs,month_multiset_max_abs,native_target_spectral_distance,same_wass,same_wass_scaled,same_ks,same_ks_p,same_mean_diff,same_sd_ratio,fiber_wass,fiber_wass_scaled,fiber_ks,fiber_ks_p,fiber_mean_diff,fiber_sd_ratio,distance_ratio,p_xA,p_xB,p_xtilde,abs_p_same,abs_p_fiber,rej_xA,rej_xB,rej_xtilde,median_specerr_xA,median_specerr_xB,median_specerr_xtilde
0.2,1,4.0,4.96458390561927,tdiff_raw,2.864,0,0.0,0.0,0.413026536715328,0.05675502008032128,0.1972336789678793,0.10441767068273092,0.13246100083422654,0.05620883534136478,0.9519109302090444,0.5762730923694779,1.4578549767492244,0.7068273092369478,4.682674936439029e-60,-0.5762730923694783,0.8355550625828325,7.391511350283323,,,,,,False,False,False,0.0002180656390849503,0.00021870232769947114,0.00021755603582782336
0.2,1,4.0,4.96458390561927,lowfreq_cubic,0.07428868549847067,0,0.0,0.0,0.413026536715328,0.001905208500895804,0.08550544841383,0.06827309236947791,0.6083540282919664,-0.0005040993582214048,1.0753902324190494,0.021770345642447918,0.8336478677334972,0.36947791164658633,1.6392400598643301e-15,0.021770345642447925,1.2028280490274323,9.749646171069607,,,,,,False,False,False,0.0002180656390849503,0.00021870232769947114,0.00021755603582782336
0.2,2,0.0,12.000000000000002,ferro_segers,0.751379963750206,0,0.0,0.0,0.31348298375301,0.009608297027861706,0.10344703248692484,0.06827309236947791,0.6083540282919664,0.009490647501482097,0.9224966136274004,0.004688882818342318,0.047116801443076464,0.028112449799196786,0.9999742289695194,-0.0034383010974082806,1.062933120682426,0.4554678883517642,0.068,0.052,0.076,0.016000000000000007,0.007999999999999993,False,False,False,0.00022136938922566468,0.00022101494959888648,0.00022174511124046454
0.2,2,0.0,12.000000000000002,lag1,0.10380857089342613,0,0.0,0.0,0.31348298375301,0.006829360021617355,0.11833914442086041,0.0642570281124498,0.6838841078891891,-0.006262448155240276,1.0462133222236465,0.022776291160978932,0.410429746941043,0.24096385542168675,9.393447330284006e-07,0.022720850268527878,0.9278637046542793,3.46825007861634,,,,,,False,False,False,0.00022136938922566468,0.00022101494959888648,0.00022174511124046454
0.2,2,0.0,12.000000000000002,tdiff_raw,5.02,0,0.0,0.0,0.31348298375301,0.043598393574297206,0.07784362093708476,0.04417670682730924,0.96882223798433,0.03119678714859475,0.9646051979622197,0.9023293172690764,1.2976502304554849,0.6265060240963856,4.247650477122169e-46,-0.9023293172690767,0.8495850581598559,16.669962353167808,,,,,,False,False,False,0.00022136938922566468,0.00022101494959888648,0.00022174511124046454
0.2,2,0.0,12.000000000000002,lowfreq_cubic,0.10048625204667001,0,0.0,0.0,0.31348298375301,0.0013461553279449302,0.06459181655131038,0.0642570281124498,0.6838841078891891,-0.0009577406700258667,1.0252516442742352,0.009707616448680859,0.4828896231773289,0.18473895582329317,0.000395043106847021,-0.009707616448680859,0.8932858646633395,7.476018619072651,,,,,,False,False,False,0.00022136938922566468,0.00022101494959888648,0.00022174511124046454
0.2,2,4.0,4.96458390561927,ferro_segers,1.0,0,0.0,0.0,0.41807175394021173,0.012890557936171703,0.12085941225828961,0.05622489959839357,0.8271830307385587,0.012434780449314009,0.8026038968680945,0.028634255571490706,0.22253164131058376,0.15261044176706828,0.005993943563690842,-0.028634255571490685,1.171087994608772,1.8412437819489622,1.0,1.0,1.0,0.0,0.0,False,False,False,0.00022001837347708676,0.0002220718570696024,0.0002203430392349473
0.2,2,4.0,4.96458390561927,lag1,0.012956683711367288,0,0.0,0.0,0.41807175394021173,0.008488257875483171,0.157678697885183,0.08835341365461848,0.2859000658025284,-0.0028853778379510087,0.8670669777546686,0.03275163994336363,0.5441304957107598,0.22088353413654618,9.818533042096732e-06,0.032751639943363636,1.0144361656200853,3.450881463436337,,,,,,False,False,False,0.00022001837347708676,0.0002220718570696024,0.0002203430392349473
0.2,2,4.0,4.96458390561927,tdiff_raw,3.164,0,0.0,0.0,0.41807175394021173,0.02743775100401608,0.09974683179114024,0.07228915662650602,0.5343337439261243,0.02053012048192837,0.9485486645435586,0.44697188755020084,1.281295753674395,0.6144578313253012,3.2671382761745514e-44,-0.44697188755020045,0.8951658795157335,12.845478203831933,,,,,,False,False,False,0.00022001837347708676,0.0002220718570696024,0.0002203430392349473
0.2,2,4.0,4.96458390561927,lowfreq_cubic,0.07436437322733776,0,0.0,0.0,0.41807175394021173,0.0025008049500409523,0.11458008813959464,0.06827309236947791,0.6083540282919664,-0.0020359467024557015,1.0506092845473243,0.010711124802711936,0.4354973027915196,0.18875502008032127,0.0002709248334127592,0.010711124802711941,1.2450516495021426,3.8008113788579294,,,,,,False,False,False,0.00022001837347708676,0.0002220718570696024,0.0002203430392349473
